"txt","prob"
,0.697935
and that US Govt would never tell us if they had proof that #Election2016 had been compromised?
,0.816614
What do you think was her motive? To make sure the world knows that Russia was actively involved in hacking #Election2016
,0.182773
EuropeUnion : TIPS FOR LEAKERS (OTHER THAN DON’T) #USA #Trump #election2016 #collusion…
,0.352174
I voted for Donald Trump Mike Pence..  Trump Proud!!   Flashback Tuesday!  #TrumpTrain…
,0.339729
TIPS FOR LEAKERS (OTHER THAN DON’T) #USA #Trump #election2016 #collusion #hacking #NSA #CIA #FBI #wikileaks #Assange
,0.998448
These are the biggest takeaways from Trump's #TaxPlan #Election2016
,0.339622
Time for Democrats to Unite Around Medicare for All via /r/SandersForPresident #feelthebern…
,0.517655
srsly if there is hard evidence Russia influenced #election2016 BHO knew he wouldnt leave W…
,0.476631
I know #Election2016 did not end the way we had hoped, but we will someday launch a woman into the
,0.566264
#TuesdayThoughts when you realize the #DNC is to BLAME for all the #MSM Media distractions in the #USA since…
,0.85297
Intelligence Contractor Is Charged in 1st Leak Case Under #Trump #TrumpRussiaCollusion #StolenElection #Election2016
,0.0542063
Story from exposing leaked NSA doc suggesting Russian hackers targeted voting machine company days before #Election2016
,0.822538
So you can expose hacking of U.S. election be arrested. You can benefit from said hacking and become #POTUS #Election2016
,0.684571
#Russia hacked #Florida voting equipment vendor trying to breach #Election2016 days before November 8 vote
,0.894893
A Federal contractor is under arrest for leaking classified report showing #Russians hacked US voting software company days b4 #Election2016
,0.875184
Freedoms which are under assault today, more than ever.#TrumpRussia #resist #Hacking #Election2016 M…
,0.0580051
#Trump explains why he enlisted the #Kremlin to subvert #Election2016
,0.0102972
Top-Secret NSA Report Details #RussianHacking Effort Days Before #Election2016.
,0.340679
#Election2016 proved #media is in need of a #reboot
,0.464912
This political season is such a game with an agenda. No really, it is: #Election2016 #Election #Tabletop
,0.311782
Top secret #NSA report details #Russian hacking effort days before #Election2016 Didn't Trump ask for Russian #Hack
,0.0260462
America World "Bamboozled" long before non-politician American citizen Donald J. Trump thrust into #Election2016
,0.630178
But the government planned on keeping this secret forever it seems..... if not for the leak. #Election2016
,0.535764
Report: Russians hacked US voting sys maker just b4 #Stolen #election2016 #Russiagate #illegitimate
,0.160968
EuropeUnion : IS A 10 YEAR STAY AT CLUB FED SUPPORT ENOUGH? #USA #Trump #election2016…
,0.819037
WOLVERINE!! #USA #Trump #journalist #media #Comey #FBI #NSA #CIA #CNN #MSNBC #election2016
,0.910139
IS A 10 YEAR STAY AT CLUB FED SUPPORT ENOUGH? #USA #Trump #election2016 #hacking #NSA #CIA #FBI #wikileaks #Assange
,0.999793
The future neoliberals will get- without a course change via /r/SandersForPresident
,0.682175
Absent a More Progressive Economics, the Democrats Will Lose via /r/SandersForPresident
,0.746218
#CBSThisMorning. #RussiaFixated. #RussianHackers. #Russia #Election2016 Now report the #RealNews. It is #VoterSuppression called #CROSSCHECK
,0.716971
Newly released intelligence report claims #Russianhackers attacked U.S. voting software company days before #Election2016
,0.34097
#SociopathTrump acted exactly this unhinged #Election2016. Scarborough normalized a madman.I hope it was worth the notoriety.
,0.376467
Not evidence that Russia tampered with the #Election2016 vote. But it looks very much like they tried. #TrumpRussia
,0.220024
Someone's already been arrested for allegedly leaking an NSA report to The… #Russia #Nsa…
,0.589248
#Mexico #Peso Nearly Trades As If #Trump Never Happened #Currency Erased Almost All Post US #Election2016 Losses
,0.375868
EuropeUnion : THE RUSSIAN ARE COMING! #USA #Trump #election2016 #Democrat #Republican…
,0.426605
New leaked NSA hacking report is 'House of Cards' IRL #Election2016 #DonaldTrump…
,0.66758
THE RUSSIAN ARE COMING! #USA #Trump #election2016 #Democrat #Republican #collusion #hacking #NSA #CIA #FBI
,0.806404
HARDtalk Bernie Sanders via /r/SandersForPresident #feelthebern #election2016
,0.236444
Noam Chomsky’s Comments Give Support For DNC Lawsuit via /r/SandersForPresident
,0.953834
Video: Ward Five Special Election Eve #election2016
,0.752365
#election2016 and #russiagate is back
,0.738212
Just how long was the government planning on keeping these details of our #Election2016 secret.......forever?…
,0.786963
#TOPSECRET #NSA #REPORT DETAILS #RUSSIAN #ELECTION #HACKING #Election2016 #russia #putin #hacker #cybersecurity #F4F
,0.00508393
#RealityWinnerIsAnAmericanHero #IntrigueVerse #Mueller #ComeyWeek #Election2016 #RussiaInvestigation weaponized…
,0.252246
This is blowing up on social med other sources? #Trumprussia #Election2016
,0.357547
“Once you do that, you can cause the voting machine to create fraudulent counts.” #election2016
,0.415113
17 Aug #Bannon Joins #Trump #Election2016 Team 19 Aug #Manafort Resigns 24 Aug #Russia Spear #Phishing #Attack US…
,0.134955
Top-Secret NSA Report Details Russian Hacking Effort Days Before 2016 Election #election2016
,0.0784642
We knew by "gutt" : #Election2016 wud b #Endangered Why Cudnt we stop it ?
,0.771894
Glenn Greenwald is one of the reasons we have #Trump so he can go fuck himself. #Election2016 #TheIntercept…
,0.0378022
Democrats at War: Joe Manchin Stung by EpiPen Scandal via /r/SandersForPresident
,0.17187
This guy has always been about himself. #BernieSanders #FeelTheBern #Election2016
,0.0771436
Flashback (10-31-16): Fraction Magic #RussianHackers #electionhack #FractionMagic #Election2016
,0.388731
Still my favorite thing to come out of the election #Election2016
,0.440743
THIS  #Election2016
,0.483117
Bernie Sanders has more influence than ever via /r/SandersForPresident #feelthebern…
,0.0958647
What isn't strange about #Election2016? Fame seeker, maybe? I just know it doesn't prove any fake Russian hacking o…
,0.0162972
The bigger story is not only was #Election2016 was tampered with but #2018 and #2020 are in grave danger! Look into #Kobach - #LastWord
,0.249545
Video: Why you should vote in tomorrow’s general election #election2016
,0.579534
And U.S. election fraud in #Election2016? #RegistrationTampering #VoterPurging #PollClosure…
,0.272184
#Election2016 #polls were near closed. thank you for being there for jeff
,0.848943
In case anyone was looking for evidence in the #TrumpRussia probe. #Comey #HillaryClinton #Election2016
,0.634811
Report suggests Russian hackers breached voting software firm #TrumpRussia #Election2016 \\ LA Times \\
,0.549092
Attempted hack, but yep. What else is the government hiding about #Election2016?
,0.765951
Intelligence Contractor Is Charged in First Leak Case Under Trump #TrumpRussia #Election2016 \\ NYT \\
,0.15925
Then #Election2016 overturned new vote must happen!!! This is not something that can be brushed aside as "one tim…
,0.493279
#TrumpRussia #Russiagate #Election2016 Russian agents hacked US voting system manufacturer before US election
,0.336776
Russian agents hacked US voting system manufacturer before US election – report Holy hell. #Election2016
,0.580351
Video: One special election challenge dropped, another in the works #election2016
,0.778025
We'll never move away from #Election2016 as long as everything does is breaking news.…
,0.315237
Just as much of a joke as #Election2016 - don't worry we are used to hearing it.
,0.41775
Hopefully, she gets a pardon for what she did to expose #Election2016/#Vote2016's hacking
,0.923256
Leak raises poss #Russianhacking breached some elements of voting sys #Election2016 w/disconcertingly unsure results
,0.331825
#Arrest Gov Contractor #RealityWinner #Leak #NSA #Intel docs to #Intercept Confirm #Russia #Election2016…
,0.955477
#SCOTUS rules that #Election2016 was rigged. was right. #MAGA #ImpeachTrump #RepealReplaceGOP
,0.983048
#Trump #Catch22 Caught A #Leaker But To Prosecute Will Have to Admit #Russia #Hacked #Election2016 #TrumpRussia…
,0.00305514
Time is UP! We want answers! #AmericanDemocracyNOW #Election2016 #RussianHacking
,0.468001
Nope #Whistleblowing what Gov was hiding abt #Election2016 like the #PentagonPapers leak showed what Gov was hiding…
,0.833944
#Intercept: #NSA Rpt #Russia #Intel #CyberAttack #Voting #Software Supplier Spear #Phishing Emails #Trump…
,0.979362
Federal Contractor Arrested For Leaking Classified Document #Comey #Russia #Election2016 #FBI #NSA
,0.994021
#Intercept Rpt: #NSA Rpt #Russia #Intel Attempt to #Hack US #VotingMachine Maker #VRSystems in Days Before #Trump…
,0.27605
Leaked #NSA report says #Russians tried to #hack state #election officials | #election2016 #hacking #Russia |
,0.248625
New leaked NSA hacking report is 'House of Cards' IRL #election2016 #donaldtrump
,0.844163
Video: Special session convenes in Jackson #election2016
,0.601855
The hero who exposed what the government was hiding about the attacks/attempted attacks on voting machines…
,0.616307
BOOM! Russians Hacked US Voting Systems Maker Just Before #Election2016! #TrumpRussia #Russiagate #illegitimatePOTUS
,0.345987
Someone's already been arrested for allegedly leaking an #NSA report to The Intercept #russia #election2016 #leaks
,0.361389
New leaked NSA hacking report is 'House of Cards' IRL #election2016 #donaldtrump #houseofcards #vladimirputin
,0.547386
Video: State Legislators Optimistic About Budget Compromise #election2016
,0.943755
Top-Secret #NSA Report Details #Russian #Hacking Effort Days Before #Election2016 #Russia #Hacking #Trumprussia #NSA
,0.0254489
So can we get a do-over on #Election2016 then? Given the unprecedented situation(s) it. And yeah, I'm…
,0.561114
The non-Vetting "Slobbering Love Affair" of Bari "BMS Project" produced #POTUS #TRUMP #Election2016 #GRETA #Tucker
,0.141709
Video: 2020 Presidential Bid #election2016
,0.977563
NSA Report Hints Russia May Have Hacked Voting System #RussiaHacking #Election2016 #TrumpRussia #TrumpLeaks
,0.22333
Yet more smoke on #RussianCollusion in #Election2016
,0.373293
#Report: #Russians #hacked #US #votingsystems maker just before #election #Trump #Election2016 #Putin #VoterFruad
,0.00973506
⚡️I have an idea⚡️ Declare #Election2016 #Nullified Swear In
,0.436417
Unfortunately, Christie you are correct. During the #election2016 debate I saw what Chris was about.
,0.642951
With the aid of his WH GOP henchmen #RussianCollusion #Trumprussia #obstructionofjustice #Election2016
,0.075627
“#Election2016: Propaganda-lytics Weaponized Shadow Trackers” by
,0.146504
Sorry, but I no longer put any faith whatsoever in fivethirtyeight's figures. #Election2016
,0.0743822
Here is an easy solution to fix election hacking... HAND WRITTEN BALLOTS. #Election2016
,0.295958
"The inner mechanisms of my mind are an enigma." Literally and HQ. #news #FakeNews #Trumprussia…
,0.610107
Good piece, but #RussiaGate goal is not #Election2016 blame; it's to currently undermine
,0.11021
Noam Chomsky: Neoliberalism Is Destroying Our Democracy via /r/SandersForPresident
,0.241917
How should you visualize uncertainty? #transparency #data eg #dates #election2016 #hurricanes #strikezone #HILT2017
,0.19749
If I had a dollar for every time I've made is point post #election2016, I'd be a rich woman #ExitPoll #workingclass…
,0.449225
Great turnout at summit: talks about our #Election2016 #AsianAmerican Exit Poll in…
,0.914805
Yes, he is. I wouldn't say it's all on due to Russian interference in #Election2016, which b…
,0.0493457
will c more #ImWithHer loser tour 4 her new book…
,0.96587
↕Kogan&amp; SCL's NIX misused Kosinski's work ☭behind SCL b/c owned by ☭Firtash(➡☭MafiaBossMogelvich) ↪Mercer&amp;Bannon's…
,0.179929
Bernie Sanders: 'The momentum is with us' - BBC News via /r/SandersForPresident
,0.278305
How #TrumpRussia #Data Machine Games #Google, Fool US #FBI inv #Mercer #CambridgeAnalytica #Breitbart collude w/…
,0.254547
The coming Democratic civil war - HT #politics…
,0.439617
#Theory: #Bannon Coordinating #Russia Collusion #Trump #Election2016? #Manafort #Flynn #CarterPage #JeffSessions/…
,0.0153062
This election is strong and courageous, and do the work. Do not be afraid or discouraged. #campaign2016 #election2016
,0.359726
Ready to start my new book.......#HillaryClinton #shattered #Election2016
,0.781058
Great story by gives a human face to the #HillaryClinton #election2016 campaign machine
,0.893854
#crookedhillary just #called she added me to her list of reasons why she lost the #election2016 #LetsGetWordy
,0.985636
‘Berniecrat’ clout helped single-payer health care bill via /r/SandersForPresident
,0.360366
Trump Proud!!   Flashback Monday!!   #TrumpTrain #Election2016
,0.0725758
Well said, but big problem....how can #trump ignore the best friend , that gave him the "victory' in the #election2016 ?
,0.182943
India, Once a Coal Goliath, Is Fast Turning Green via /r/SandersForPresident #feelthebern…
,0.623647
How do "Top Dems" know what anyone thinks? They still try to speak for all of us it's not working out ve…
,0.530511
Are #WeThePeople, no matter who we voted AGAINST more interested in payback or payoff? #Election2016 mindcite.us
,0.497519
Before #POTUS #TRUMP #Election2016 70% of Americans knew America headed to "HELL in a Handbasket"
,0.811304
tell us about the poll where hillary clinton is going to win in a landslide #Election2016
,0.950693
Bernie Sanders: 'The momentum is with us' via /r/SandersForPresident #feelthebern…
,0.210579
Russia THROWING #Election2016 for #TRUMP = #FakeNews #VladimirPutin looks at #MegynKelly likes she's MENTAL... #MAGA
,0.999007
#Election2016 Hillary refuses 2 hold press conferences 275 days Clinton strategist defends lack of press conferences
,0.998525
That GOP #misogynist tone aimed at is oh so familiar from #Election2016
,0.225122
#Putin Claims No Knowledge of Any Mtgs Btwn Members of His Government and #Trump #Election2016 campaign No…
,0.133881
Jeremy Corbyn Accuses Theresa May Of Ignoring Warnings via /r/SandersForPresident
,0.199102
President Trump Not Expected To Block ... #Congress #DonaldTrump #Election2016 #JamesComey…
,0.814847
#DoctorWho "Lie of the Land" just took on Russia's lies in America's #Election2016 and #Brexit -- Who is back in Top Form. WOW!
,0.479157
#Democrats Want Clinton Out of Spotlight...And ... #DemocraticParty #DNC #DonaldTrump…
,0.975222
go away loser!!! #election2016 #youarenotthepresident #youarenothing
,0.37872
#Putin lies with such ease, just like his buddy, He won't admit anything about #Election2016. #TrumpRussia #SundayNight
,0.549807
I've noticed that #Kelly has the same smirk on her face listening 2 #Putin as #Hillary did during…
,0.940856
Support our investigation into #Crosscheck the theft of #Election2016 by making a tax-deductible donation:
,0.790503
#2016Election Flashback
,0.577324
"We’re in deep trouble...it’s extraordinarily easy to automate a generation of arbitr…
,0.5751
We need an audit of the #2016Election for the whole Country. Too many stories like this. How can we trust our elect…
,0.663182
page's #bots came along with his deal with…
,0.706905
Unbelievable. The left has no sense left!! #MAGA #TRUMP #2016election #WHOcares
,0.973137
in #2016election could have been minimized had allowed #FBI to update their computers, did. No hacking there
,0.954242
Who Are The Russian Hackers? (pls RT↺❤️) ️️ #republican #billpressshow #2016election #teaparty
,0.899702
With or without #Russian interference in #2016election, #Crosscheck is #JimCrow on #steroids. Shows #GOP's total di…
,0.686609
Sting of Myself #2016Election #Trump #Okeefe #rentamob
,0.35406
Facebook Live video, #DavidBanner Trump is what the Black community needs. #2016Election
,0.906973
#2016Election Corruption on tape, Racine county Wisconsin... Hand count does NOT match machine count
,0.962712
Data patterns reveal Trump Tower / Spectrum Health ran a stealth data machine with Russia #TrumpRussia #2016Election
,0.0613151
conservative.american's photo LOL!!! #hildabeast #2016election
,0.321813
Slate confirms what we already know: #Sexism played large role in who we voted for in #2016Election
,0.0655313
We all knew it before #2016election, the polls backed it up. #Hillary was/is distant, inaccessible, her supporters…
,0.995425
As if living through the #2016Election wasn't enough, #AmericanHorrorStory will now focus an…
,0.962162
love this one #funny #2016election
,0.486776
Time to go honey #2016Election #2017GeneralElection #CoalitionOfCrackpots #DUPed
,0.335833
Much like after our own #2016election #GE2017 #auspol
,0.616379
"Man, I look like Einstein compared to Theresa May." -professional dumb cunt Hillary Clinton #GE2017 #2016Election
,0.984373
The fact that Trump took advantage of and utilized Russian interference in the #2016Election while denying their influence is criminal to me
,0.0160672
6.8 billion ... cost of the #2016election ... that does not include the #russian payoffs ... lets #neverchange this #greatsystem
,0.424138
when you wake up, and the cavs won... #triggered #2016election lol XD
,0.609682
Well well well! #voterfraud #2016election...
,0.681039
"Psychological Pearl Harbor" #DanRather assessment of #2016election interference on #RachelMaddow
,0.553579
think we all need to be hyper-vigilent....esp with the discoveries is making about #2016election…
,0.638188
#2016election #msnbclive: Something happened at the ballot box. Powers won't release information. Ripple effect?
,0.935975
#TeamComey He's a pawn in the #2016Election I'd say much hacking involved prior to…
,0.42729
#2016election saw rise of a pu**y-grabbing misogynistic racist son of a klansman. A "plain-spoken" congresswoman is…
,0.224991
Obama’s Pal Valerie Jarrett is STILL Upset that Hillary Lost to Trump:… #Politics #PresidentTrump #2016election
,0.986055
#Indict #JamesComey 4 interfering in #2016Election by #exonerating #HillaryClinton refusing to affirm #Trump not under #investigation
,0.648155
Polls mean zero. See #2016Election. Ppl can't equate polls w/ victory. Go vote #Georgia!
,0.701846
Someone seems to have interfered with the #2016Election and it wasn't just #Russia. By the way, America wants to se…
,0.153856
.....I will agree to possible Russian #medaling in the #2016Election
,0.0997431
#ICYMI: Beyond ISIS: Orlando Mass Killing Is About Much, Much More Than ‘Radical Is #2016election #featured #islam
,0.985381
#TrumpsWhiteHouse Denies Inappropriate #RussiaTies. Subjects that met w/#RussianAmbassadorSergeyKislyak…
,0.150281
#TrumpsWhiteHouse Denies Inappropriate #RussiaTies. Subjects that met w/ #RussianAmbassadorSergeyKislyak…
,0.150281
Thanks for asking!…
,0.428965
The 7 most revealing exchanges from Comey’s Senate testimony #2016Election #TrumpRussia
,0.0719027
Off to bed. You've deserved it. #Referendum #USelection…
,0.873099
What would #HarryPotter think of America's current political state? #politics #hp #trump #2016election
,0.554015
The orange doesn't fall far from the orange tree! #Resist #ComeyHearings #TrumpStoleIt #Russia #Deplorables…
,0.0135639
Fuckin love the north east lads #2016election
,0.814943
Wonderful #OneLiner by on giving testimony to #RussianHacking #2016Election
,0.81013
#ComeyTestimony = no case for #impeachment, confirms #2016election legit. #SJWs focus on yr ground game. #bleedingheart =/= #bleedingedge
,0.656592
JUST IN: A former JMU student will plead guilty to fabricating 18 voter registration forms before the #2016election
,0.979159
#LittleMarco is a Fuck up and #TrumpAssKisser #TrumpObstructed #2016election #trumptreason #clown…
,0.254848
This is Democrats at #ComeyTestimony when #McCain asked #Comey about HRC emails and…
,0.906567
never asked then FBI Director #Comey what should be done about #Russian Interference in #2016election. Why not?
,0.115406
#ICYMI: From Bathroom Bills To Islamophobia: It’s All Connected In America’s Ant #2016election #abortion #featured
,0.968541
Quoting this golden piece! Lets not forget the secret meeting Lynch had with the Clintons during #2016election
,0.854795
confused as to why #FBI didn't investigate whether colluded w #Russia to help her lose #2016election #ComeyDay
,0.282386
#Comey confirms #Russia attempted to interfere w/ #2016Election and was behind the #DNC Hack state voter file int…
,0.998952
Comey: Russian Meddling Still A Threat (pls RT↺❤️) ️️ #openhearing #FBI #russia #2016election
,0.0831221
"I HOPE .@realDonaldTrump wins #2016election", OMG! HE WON, I obstructed JUSTICE AND INTERFERED w/#2016ELECTION.…
,0.136207
The Plot to Hack America: How Putins Cyberspies and #WikiLeaks Tried to Steal the #2016Election…
,0.936919
...Could default 2 only legitimateCandidate.Otherwise NO SOLUTION. #2016Election =…
,0.315426
WTF is McCain trying to accuse Comey of? #2016Election #TrumpRussiaInvestigation
,0.231816
OnlyWay 2release #USA of Donald #Covfefe #tRump is #NEWELECTION. #2016Election wrought w/corruption,collusion,violations...
,0.0152776
is as much a force for good in #TrumpRussia as was in #ParisAgreement #2016Election #comeyHearings
,0.141644
Excellent observation by Republican: Never once did #POTUS ask about the #RussianInterference in the #2016Election #ComeyDay
,0.037999
Megalomaniac #tRump lashes out byKilling ppl. He progects self hate 2 US. #2016Election = #2016electionNULLandVOID.
,0.351369
wtf is #JohnMcCain going on about? This is not about collusion with Russia in #2016Election #ComeyDay
,0.0322705
#SenateIntelCommittee Repub. Sens seem 2 b reluctant 2 push 2 see if #Russiagate interfered w #2016election. More interested in procedures
,0.311678
#JamesComey ruined reputation, image #EmailGate #2016Election
,0.152085
So does that mean #HRC is going to blame her husband for losing the #2016Election? #MERICA #MAGA
,0.99941
(In regard to criminal activity not connected to #2016election ) #ComeyDay
,0.485616
"Release the hounds!" Hounds = tapes. #comeyday #comeyHearings #comeytestimoney #TrumpRussia #russiainterference #2016election
,0.193542
Does IC claim #RussianInterference in the #2016Election was unprecedented? What is the last election w/o Russian interfere?
,0.153271
I hope everyone is watching Coney's testimony! #ComeyHearing #Comey #2016Election #ImpeachTrumpNOW
,0.25525
#trump never asked #comey about #2016election because he already knew #electionhacking #electionmalware…
,0.13245
#JamesComey said that "without a doubt" the Russians interfered with the #2016election #ComeyTestimony #ComeyDay
,0.139633
Former #FBIDirector #Comey: there is absolutely no doubt the Russian government interfered in #2016Election as a hostile act #ComeyTestimony
,0.0436556
Like I said before James Comey cannot be trusted. #EmailGate #2016Election
,0.136924
"No fuzz." #RussianInterference #HostileActions #2016Election #ComeyTestimony
,0.198967
"Active measures campaign" by Russia interfering in #2016Election #sophisticated #highlytechnical #unhackthevote
,0.110362
#ComeyHearings: "It's about as un-fake as you can get," says Comey of #Russian #hacking #2016Election.
,0.017089
We could default 2 only legitimateCandidate.Short of these IS NO SOLUTION. #2016Election = #NULLANDVOID. #ComeyTestimony
,0.147324
#ComeyTestimony OnlyWay 2release #USA of Donald #Covfefe #tRump is2 #NEWELECTION.#2016Election is wrought w/corruption,collusion,violations.
,0.0312288
The ONLY things Comey's being honest about are that NO Russian influence on the #2016Election #POTUS never coerced him! #ComeyTestimony
,0.0690166
Of course it was #Collusion had during the #2016Election stated he was 'good friends with #Russia and #Comey
,0.263055
#Comey says to his knowledge, no votes cast in the #2016election were altered
,0.349272
Comey confirms there was no voter fraud in the #2016election #ComeyTestimony
,0.953014
tRump thought he was a friend, when he inserted himself in the #2016Election B…
,0.0058129
Meet the CLOCKwise #TrumpRussia_WhatGoesAroundComesAround: #2016Election #CyberSecurity #ElectionIntegrity
,0.833083
.@QVegas Trump's Ugly American Tour Continues Unabated #2016ELECTION #DONALDTRUMP #POLITICS #REPUBLICANS
,0.528291
.@QVegas I Want This Girl In My Audience — And I'm Not Even Running For Anything #2016ELECTION #DEMOCRATS
,0.363932
By 2016, it had been predicted that there will be about 58.1 #2016Elections #2016Election
,0.359102
Dumb? Or accomplice in #vote-rigging #2016election USA
,0.23262
Trump-russia Probe: Comey Testimony Raises Suspicions (pls RT↺❤️) ️️ #2016election #News #poli
,0.224636
Certainly. Yuuge horde of #Russian thugs came to #USA, followed us into the #2016Election booths FORCED us to vot…
,0.258128
#tRump and #hrc both corrupted our #2016election. Either a #NewElection or default to #2016ElectionISNullAndvoid, period.
,0.738047
I just took action w/ 2 demand #InvestigateIllegalForeignSpending in 2016 election: #2016Election
,0.522084
Alleged #Russian hack reveals a deeply flawed #2016election system
,0.965171
Dear Democrats, Read This If You Do Not Understand Why Trump Won #2016election #politics
,0.354038
The hack of #Hillary campaign affected #2016election only by exposing her #privateposition vs her #publicposition re #WallStreet
,0.9993
Seems all GOP policy moves shld cease til we figure out WTH happened with #2016election. They're gutting healthcare rn while we r distracted
,0.415634
Every democrat including wanted Comey's head until it happened. Americans a…
,0.623116
#TBT Remember when? We dodged a bullet! #LockHerUp #HillaryClinton #2016Election Video Cold Open - SNL #MAGA
,0.998025
The #2016Election monologue never ended for #Trump.When is #POTUSTrump gonna start…
,0.124261
of on #2016election: "Result surprised b/c we didn't know what to measure and what engaged" #Measurement #Data #WhipSmart
,0.936538
#GOP #Trump counterattack is clear: forget about #Russiagate #fakenews is the #1problem and the real hackers of #2016election was #ObamaWH
,0.921802
It is increasingly clear that the #2016Election was straight up ILLEGITIMATE. Anyone who works to keep Trump in off…
,0.174093
#Trump’s nominee to lead the #FBI represented #ChrisChristie during ‘#Bridgegate– #2016Election #Joke
,0.540926
Comy's testimony will shake Trump's presidency tomorrow!!! #collusion #Russia #2016election #ObstructionOfJustice
,0.0405403
Printer dots point FBI to contractor accused of leaking NSA report on Russian…
,0.947279
Trump once again musing about the #2016election.
,0.300996
James Comey&amp;#039;s testimony: 5 things to look for Read more: #jamesComey #2016Election…
,0.5838
.@QVegas NY TIMES: Trump Aggressively Attempted To Get Comey To End Flynn Investigation #2016ELECTION #DONALDTRUMP
,0.3579
You bet, and thank *you*. We'll keep chipping away at the #2016election cou…
,0.922933
#2016election is null and void. #NewElection or default to #BernieSanders.
,0.505634
#GA06 #2016election #ParisAccord #pariselection sounds irrrlevant, but I encourage people to watch YouTube Prager U videos for perspective
,0.970116
Voter turnout was extraordinarily low in the #2016Election, because people are disenchanted with the system. Fix the system, fix the process
,0.97771
If U.S. was a 3rd world nation, the UN would have sent in a team to monitor the #2016election and ordered a redo bc…
,0.74778
I had such a gut-wrenching flg of abandonment by the gov't, for many days foll. #2016election, b4 any…
,0.168074
Less than #48hours until #JamesComey the man who screwed #us in the #2016election hopefully redeems himself and exposes #CrookedTrump
,0.0620977
Top-secret #NSA report details #Russianhacking effort days before #2016election:
,0.340679
I agree. Our voting system is critically flawed. People have been harassed and died over the ou…
,0.938082
EVERY #2016ELECTION POLL WAS CORRECT. All of them. The #GOP, using help from #Russia, stole the election via hackin…
,0.0525908
The latest El Diario de TheWhiteDuckling AV! Thanks to #2016election #news
,0.65378
Donald Trump is a cancerous pox infecting our entire government from the White House! #TrumpRussiaCollusion #RussianHacking #2016Election
,0.0622726
Thank you to all the leakers who are exposing the truth about the extent of #TrumpRussian #hacking of the…
,0.846494
NSA CONTRACTOR ARRESTED IN LEAK OF DOCUMENTS. Russia hackers infiltrated the #2016election through #voter#registration#system
,0.990398
#ICYMI: Trump Stokes Hate Against Journalists, Clinton Attacks Whistleblowers Pr #2016election #americanpolitics
,0.857452
You tapped into distrust of gov't, exploited it. You now R the gov't no one trusts you. You aren't focused on job, only on #2016Election.
,0.313699
#RealityWinner #leak DIRECTLY contradicts #NSA #testimony that no voting systems were #hacked in #2016Election. #WhistleBlower
,0.519554
Here is a great analysis of cause and effect on #2016election polling from Princeton by
,0.613473
We need an independent, nonpartisan investigation into Russian meddling into the…
,0.161471
.@destandaard saw #subscriptions surge during the American #2016election
,0.637803
PRAGER: A Response to My Conservative Critics About Trump #Trump #CivilWar #Clinton #Election #2016Election
,0.897093
#TRUMP st…
,0.291528
Up on the #TelegraphDL stage rn: Joe talking about civic engagement after the #2016election
,0.907717
+ : No $ for SW Pasco #flood relief in FL budget; #2016election promise, 2017 no…
,0.560161
Funny, that you bring up the #2016Election two days before Comey's testimony. Weighing heavy on your mind?
,0.818882
Like, I get Joker is insane but how'd he get all those goons? #2016Election "Oh..." Trump makes action movie villai…
,0.0466589
#Russia tried to hack US voting machines days before the #2016Election according to a #NSA report published by…
,0.942053
#theintercept reveals proof of a #russianhacking attempt prior the #2016election
,0.468974
I will never trust a poll again, but thanks anyway. #2016election #thanksanyway #fuckedtimesathousand
,0.204798
Listen to and discuss the #2016Election on →
,0.868954
"Hack the Vote"? Reality Winner NSA document sums Russian GRU cyber probe of US election software co. #2016election
,0.434417
How Russia hacked the election. #YoungTurks #RussiaHacks #2016Election
,0.0525639
Russian agents hacked US voting system manufacturer before election #2016election #russianhacking #PutinTrump
,0.190706
Top-Secret #NSA Report Details #RussianHacking Effort Days Before #2016election #impeachtrump #resist
,0.0121404
Charged #NSA #Contractor Leaked #Classified Info, Detailing #RussianHacking Effort Days Before #2016Election…
,0.608908
Russian Intelligence tried to hack US voting software per docs leaked from NSA. #PutinLies #DontheCon #2016election
,0.467584
Contractor charged with leaking document about #2016election hacking: sources
,0.852447
#TopSecret #NSA Report Details #Russian #Hacking Effort Days Before #2016Election
,0.13575
#Russians attempted to #hack #voting machines before #2016Election.
,0.417723
One has to ask: If this, why not voting machines? And why kept secret? #2016election
,0.324215
#NSA report details #Russian #hacking effort days before election #2016election by
,0.0918945
If Russians hacked voting machines to win the #2016election can I smack every reporter who wrote a smug "Why Trump won" think piece?
,0.516985
#SadiqKhan inserted himself into the #2016Election by criticizing Now he's all upset when he gets return fire. #LAME
,0.328071
Whoa #Russia #2016election
,0.187556
Hey #BernieBros and #Bernouts how does it feel to be conned? is the real confidence man of the…
,0.29833
“#USElection2016 — views from #Oxford” by Oxford University #2016Election #Politics #Trump #HillaryClinton #Research
,0.963799
It hasn't been proven yet, There are still no substantial evidence or links that has be traced back to #trump or…
,0.292552
.@DebraMessing It's people like you who cost #HillaryClinton the #2016Election.
,0.330636
World Mov…#US Pulls Out of #Paris…#Putin Hints…#Hacking– #Russia #Trump #ClimateChange #2016Election
,0.0868486
.@QVegas 6-PACK — #OneLoveManchester's Message In Stark Contrast With Trump's + London Mayor #2016ELECTION
,0.411816
.@QVegas Trump's Loathsome Use Of Force To Be Front Center In NATO Pic #2016ELECTION #DEMOCRATS #DONALDTRUMP
,0.425322
